條碼	書名/刊名	著（譯）者	初版社	版本	卷/冊次	櫃位編號	出版日期	入庫日期	I.健康養生	館藏別	語文	附CD/DVD
JAA00229	一貫道藏(聖典之部) ( 12 )白話聖訓1991~1992	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00230	一貫道藏(聖典之部) ( 13 )臺灣時期1979	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00231	一貫道藏(聖典之部) ( 14 )臺灣時期1979~1981	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00232	一貫道藏(聖典之部) ( 15 )國外聖訓1982~1986	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00233	一貫道藏(聖典之部) ( 16 )臺灣時期1981~1983	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00234	一貫道藏(聖典之部) ( 17 )白話聖訓1992~1994	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00235	一貫道藏(聖典之部) ( 18 )國外聖訓1979~1988	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00236	一貫道藏(聖典之部) ( 19 )臺灣時期1983~1984	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00237	一貫道藏(聖典之部) ( 20 )臺灣時期1983~1985	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00238	一貫道藏(聖典之部) ( 21 )白話聖訓1994~1995	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00239	一貫道藏(聖典之部) ( 22 )臺灣時期1986~1985	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00240	一貫道藏(聖典之部) ( 23 )國外聖訓1986~1990	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00241	一貫道藏(聖典之部) ( 24 )臺灣時期1985	林榮澤	一貫義理編輯苑			A25		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00242	一貫道藏(聖典之部) ( 25 )臺灣時期1985~1986	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00243	一貫道藏(聖典之部) ( 26 )臺灣時期1987	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00244	一貫道藏(聖典之部) ( 27 )臺灣時期1988~1989	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00245	一貫道藏(聖典之部) ( 28 )白話聖訓1995~1996	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00246	一貫道藏(聖典之部) ( 29 )國外聖訓1990~1992	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00247	一貫道藏(聖典之部) ( 30 )國外聖訓1992~1994	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00248	一貫道藏(聖典之部) ( 31 )白話聖訓1996~1997	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00249	一貫道藏(聖典之部) ( 32 )臺灣時期1984~1989	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00250	一貫道藏(聖典之部) ( 33 )原彩聖訓1948~1985	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00251	一貫道藏(聖典之部) ( 34 )國外聖訓1994	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00252	一貫道藏(聖典之部) ( 35 )臺灣時期1988~1989	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00253	一貫道藏(聖典之部) ( 36 )臺灣時期1991	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00254	一貫道藏(聖典之部) ( 37 )白話聖訓1997	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00255	一貫道藏(聖典之部) ( 38 )臺灣時期1990	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00256	一貫道藏(聖典之部) ( 39 )國外聖訓1989~1995	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00257	一貫道藏(聖典之部) ( 40 )臺灣時期1991~1992	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00258	一貫道藏(聖典之部) ( 41 )白話聖訓1997	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00259	一貫道藏(聖典之部) ( 42 )國外聖訓1995~1996	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00260	一貫道藏(聖典之部) ( 43 )臺灣時期1993~1994	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00261	一貫道藏(聖典之部) ( 44 )臺灣時期1993~1994	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00262	一貫道藏(聖典之部) ( 45 )國外聖訓1996~1997	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00263	一貫道藏(聖典之部) ( 46 )白話聖訓1997	林榮澤	一貫義理編輯苑			A24		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00264	佛規諭錄 銘訓集錦	朱厚璽	光明聖道佛院			A15		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00265	南美聖訓		天恩宮			A15	1987	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00266	恩師慈語		雅加達和謙壇			A15	1998	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00267	仙佛聖訓（言行合一─禮門）		三峽靈隱寺			A15	1996	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00268	仙佛聖訓		三峽靈隱寺			A15	1999	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00269	仙佛聖訓集					A15	1994	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00270	當仁不讓		天道之光出版社	初版		A15	1988/9/1	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00271	仙佛聖訓		天道之光出版社	初版		A15	1998/8/1	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00272	天元聖訓輯錄（一）泰國		屏東天元宮			A15		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00273	老母真言		上海印務局			A14		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00274	皇母訓子十誡		天道之光出版社			A14	1994/1/1	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00275	訓子還原─皇母心聲		德慧雜誌社			A14	1997/5/1	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00276	皇母家書十叮嚀		發一同義佳里毓佛宮			A14	2001	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00277	維天皇母誡子真言					A14	1974	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00278	皇母聖訓					A14		2017/10/9	A.訓文類	峨眉書院	華語	
JAA00279	皇母慈訓					A14	1980	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00280	皇母慈訓					A14	1978	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00281	皇母慈訓		天恩宮			A14	1983	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00282	維皇上帝慈訓		三峽靈隱寺			A14	1985	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00283	上帝慈訓		崇修堂			A14	1985	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00284	皇母慈訓		三峽靈隱寺			A14	1990	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00285	皇母慈訓		光明國學出版社			A14	1990	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00286	老母結緣訓		三峽靈隱寺			A14	1990	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00287	皇母慈訓		屏東慈法宮			A14	1989	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00288	皇母慈訓		草屯靈隱寺			A14	1993	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00289	皇母慈訓					A14	1994	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00290	皇母慈訓		草屯靈隱寺			A14	1994	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00291	傳承錫杖再現天機		三峽靈隱寺			A14	1997	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00292	知止有?再創新局		天道之光出版社			A14	2000	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00293	皇母結緣訓		天道之光出版社			A14	2002	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00294	皇母慈訓		三峽靈隱寺			A14	2003	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00295	皇母心聲		三峽靈隱寺			A14	2005	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00296	皇母家書		三峽靈隱寺			A14	2003	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00297	無極喚歸─皇母家書		德慧雜誌社			A14	2003	2017/10/9	A.訓文類	峨眉書院	華語	
JAA00298	慈娘衷語寄知音		高雄崇德佛堂			A14	1974	2017/10/9	A.訓文類	峨眉書院	華語	
JAB00001	雅音集一		天道之光出版社			A14	1997/11	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00002	雅音集二		天道之光出版社			A14	1998/10	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00003	雅音集三		天道之光出版社			A14	2000/8	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00004	雅音集四		天道之光出版社			A14	2000/12	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00005	雅音集五		天道之光出版社			A14	2006/10	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00006	雅音集六		天道之光出版社			A14	2009/12	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00007	雅音集七		天道之光出版社			A14	2012/3	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00008	雅音集八		天道之光出版社			A14	2014/7	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00009	雅音集九		天道之光出版社			A14	2016/2	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00010	雲上曲卷一		天道之光出版社			A14	2001/5	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00011	雲上曲卷二		天道之光出版社			A14	2001/6	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00012	雲上曲卷三		天道之光出版社			A14	2000/11	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00013	雲上曲卷四		天道之光出版社			A14	2002/8	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00014	雲上曲卷五		天道之光出版社			A14	2008/1	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00015	雲上曲卷六							2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00016	雲上曲卷七		天道之光出版社			A14	2013/9	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00017	雲上曲卷八		天道之光出版社			A14	2014/11	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00018	雲上曲卷九		天道之光出版社			A14	2016/4	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00019	聖歌集卷一		天道之光出版社			A14	2004/1	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00020	聖歌集卷二		天道之光出版社			A14	2005/10	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00021	仙佛慈音					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00022	彼岸福音		十八唱片事業有限公司			A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00023	仙佛心聲第2冊		天道善書服務中心			A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00024	聖歌					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00025	勸善歌：率性					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00026	聖歌集錦己卯年		廣德佛堂			A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00027	聖歌薈粹		光啓出版社	八版		A14	1977/10/1	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00028	天韻聖音集					A14	1998/11/1	2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00029	雲上曲					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00030	憶		德慧雜誌社			A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00031	慈帆福音					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00032	天籟聖音：仙音妙曲集		德慧雜誌社			A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00033	聖歌集錦		德慧雜誌社			A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00034	靈隱寺南區聖歌班					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00035	靈隱寺南部道務整合聖歌班教材第一期					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00036	峨眉書院聖歌班教材					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAB00037	聖音選集第二集					A14		2017/10/9	B.聖歌類	峨眉書院	華語	
JAC00001	四書白話句解	王天恨				A63		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00002	四書說約：：淺註發明	張愚	正一善書出版社	初版		A63	1994/6/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00003	廣解四書	蔣伯潛廣解	臺灣東華書局	十八版		A63	1984/6/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00004	四書淺註					A63		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00005	四書心德(論語本)	林明台、張妙如	若谷書廬	七版		A63	1982/5/15	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00006	四書讀本	陳基政	新世紀出版社	二版		A63	1981/4/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00007	新註四書白話解說	江希張	萬有善書出版社	二版		A63	1980/8/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00008	論語會通上冊	用臧		初版		A63	2009/10/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00009	論語會通下冊	用臧		初版		A63	2009/10/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00010	從論語體現聖哲典範	古愚	圓晟出版社	二版		A63	2003/11/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00011	論語選讀義釋	韓萬年	光慧文化事業股份有限公司	初版		A63	2001/4/5	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00012	論語選讀小註	夢湖	玉珍書局出版社			A63	1983/6/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00013	論語選讀註釋					A63	1987/3/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00014	論語釋旨	鄭曼髯	臺灣中華書局	初版		A63	1974/7/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00015	論語					A63		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00016	論語別裁	南懷瑾	老古文化事業公司	十八版		A63	1988/12/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00017	孟子的三辨與四養		天恩群英道場崇恩佛堂			A63		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00018	明心培德	林榮澤	一貫義理編輯苑	初版		A63	2012/8/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00019	大學證釋白話		天道之光出版社	修訂版		A63	2014/8/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00020	大學白話淺釋	周新發	正一善書出版社	三版二刷		A63	2003/11/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00021	大學證釋白話譯註	謝文治	明德出版社	初版		A63	1998/9/30	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00022	大學論文資料彙編	國立高雄師範學院國文系編輯委員會	復文出版社	初版		A63	1981/9/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00023	大學證釋		若水善書流通處			A63	1981/2/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00024	兒童的三字經(普及本)	詹言訥	大千出版事業公司			A63		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00025	新譯三字經	黃沛榮	三民書局	初版四刷		A63	2003/2/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00026	點亮心頭的一盞燈		明德出版社	初版		A63	1996/7/10	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00027	孝經	唐玄宗註/司馬光解	三省齋			A63		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00028	千字文註解		臺灣瑞成書局			A63	1970/1/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00029	了凡四訓		天道之光出版社			A63	2009/9/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00030	了凡四訓		天道之光出版社	二版		A63	1997/9/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00031	了凡四訓	袁了凡		初版		A63	1994/6/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00032	家禮大成	呂振羽	世一書局	二版		A63	1981/6/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00033	三字經註解		同光出版社			A63		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00034	道德經臨本		天道之光出版社			A64	2009/9/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00035	易經讀本周易上經(待補)		天道之光出版社			A64		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00036	易經讀本周易下經		天道之光出版社			A64	2007/5/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00037	詩經選讀		天道之光出版社			A64	2001/4/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00038	學庸孝經讀本		天道之光出版社			A64	2001/4/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00039	道德經		天道之光出版社			A64	2003/10/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00040	啟蒙文學輯要		光明國學出版社	初版		A64	1996/11/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00041	孟子選讀		天道之光出版社			A64	2010/5/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00042	經典讀本卷二		天道之光出版社	初版	二	A64	1996/6/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00043	勸發菩提心正授八關齋戒儀規合訂本					A64	1993/8/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00044	華嚴經觀自在菩薩章					A64		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00045	「地藏懺行法」會集儀規					A64	1993/12/8	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00046	關聖帝君降筆真經應驗桃園明聖經句釋合冊誦本		至善書局			A64		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00047	朱子刪定玉泉真本桃園明聖經		大興圖書印製有限公司			A64		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00048	地母經		聖賢雜誌社	二版		A64	1988/2/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00049	大學讀本		天道之光出版社	初版		A64	1997/7/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00050	啟蒙箴規		天道之光出版社			A64	2000/9/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00051	孝道寶典		光明國學出版社			A64	1994/11/1	2017/10/9	C.經典類	峨眉書院	華語	無
JAC00052	孔子孝經					A64		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00053	彌勒會元寶卷		光明書院			A64		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00054	觀音大士白衣神咒		光美印務局			A64		2017/10/9	C.經典類	峨眉書院	華語	無
JAC00055	太上靈寶元陽妙經		台北市道教會			A64	1994/12/1	2017/10/9	C.經典類	峨眉書院	華語	無
